Date,Trap,Latitude,Longitude,Species,Block,AddressAccuracy,NumMosquitos,WnvPresent,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Heat/Cool,sunset,sunrise,SunHours,isRainy,Humidity
2007-06-05,T092,41.869215999999994,-87.627561,CULEX PIPIENS/RESTUANS,11,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T094,41.720848,-87.666014,CULEX PIPIENS/RESTUANS,17,9,2,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T096,41.731922,-87.677512,CULEX PIPIENS,22,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T096,41.731922,-87.677512,CULEX PIPIENS/RESTUANS,22,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T096,41.731922,-87.677512,CULEX RESTUANS,22,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T135,41.662014,-87.72460799999999,CULEX PIPIENS,42,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T135,41.662014,-87.72460799999999,CULEX PIPIENS/RESTUANS,42,8,2,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T135,41.662014,-87.72460799999999,CULEX RESTUANS,42,8,4,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T141,41.961743,-87.76007,CULEX PIPIENS/RESTUANS,53,9,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T141,41.961743,-87.76007,CULEX RESTUANS,53,9,2,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T142,41.953067,-87.776792,CULEX PIPIENS/RESTUANS,40,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T142,41.953067,-87.776792,CULEX RESTUANS,40,8,3,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T143,41.999128999999996,-87.795585,CULEX PIPIENS/RESTUANS,65,8,2,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T143,41.999128999999996,-87.795585,CULEX RESTUANS,65,8,9,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T145,41.878114000000004,-87.629798,CULEX RESTUANS,43,3,3,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T146,41.958271,-87.702575,CULEX PIPIENS/RESTUANS,42,9,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T146,41.958271,-87.702575,CULEX RESTUANS,42,9,2,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T147,41.932094,-87.700117,CULEX RESTUANS,28,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T149,41.994469,-87.667736,CULEX PIPIENS/RESTUANS,15,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T150,42.006858,-87.675919,CULEX RESTUANS,18,9,2,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T151,41.916265,-87.800515,CULEX PIPIENS/RESTUANS,70,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T151,41.916265,-87.800515,CULEX RESTUANS,70,8,10,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T152,41.846075,-87.716277,CULEX RESTUANS,25,9,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T153,41.907645,-87.760886,CULEX RESTUANS,15,8,3,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T154,41.918704999999996,-87.752329,CULEX RESTUANS,21,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T158,41.682587,-87.707973,CULEX PIPIENS/RESTUANS,35,9,3,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T158,41.682587,-87.707973,CULEX RESTUANS,35,9,8,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T159,41.732984,-87.649642,CULEX RESTUANS,89,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T162,41.725516999999996,-87.61425799999999,CULEX PIPIENS/RESTUANS,93,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T218,41.948167,-87.730698,CULEX PIPIENS/RESTUANS,37,8,2,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T218,41.948167,-87.730698,CULEX RESTUANS,37,8,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-05,T220,41.963976,-87.69181,CULEX RESTUANS,45,9,1,0,64,49.0,56.5,-9.0,48,51.0,0417,1923,RA BR,0.42,29.130000000000003,29.79,5.2,5,7.6,-8.5,2007-06-05 19:23:00,2007-06-05 04:17:00,906.0,1,73.14
2007-06-26,T001,41.953705,-87.733974,CULEX PIPIENS/RESTUANS,40,8,1,0,92,71.5,81.75,10.0,69,72.0,0418,1931,TSRA BR HZ VCTS,0.16,29.42,30.11,6.1,22,7.1,16.75,2007-06-26 19:31:00,2007-06-26 04:18:00,913.0,1,65.36
2007-06-26,T002,41.95469,-87.800991,CULEX PIPIENS/RESTUANS,41,9,1,0,92,71.5,81.75,10.0,69,72.0,0418,1931,TSRA BR HZ VCTS,0.16,29.42,30.11,6.1,22,7.1,16.75,2007-06-26 19:31:00,2007-06-26 04:18:00,913.0,1,65.36
2007-06-26,T002,41.95469,-87.800991,CULEX RESTUANS,41,9,4,0,92,71.5,81.75,10.0,69,72.0,0418,1931,TSRA BR HZ VCTS,0.16,29.42,30.11,6.1,22,7.1,16.75,2007-06-26 19:31:00,2007-06-26 04:18:00,913.0,1,65.36
2007-06-26,T002,41.95469,-87.800991,CULEX SALINARIUS,41,9,1,0,92,71.5,81.75,10.0,69,72.0,0418,1931,TSRA BR HZ VCTS,0.16,29.42,30.11,6.1,22,7.1,16.75,2007-06-26 19:31:00,2007-06-26 04:18:00,913.0,1,65.36
2007-06-26,T003,41.964242,-87.757639,CULEX RESTUANS,46,8,2,0,92,71.5,81.75,10.0,69,72.0,0418,1931,TSRA BR HZ VCTS,0.16,29.42,30.11,6.1,22,7.1,16.75,2007-06-26 19:31:00,2007-06-26 04:18:00,913.0,1,65.36
2007-06-26,T006,41.990284,-87.797127,CULEX PIPIENS/RESTUANS,60,8,1,0,92,71.5,81.75,10.0,69,72.0,0418,1931,TSRA BR HZ VCTS,0.16,29.42,30.11,6.1,22,7.1,16.75,2007-06-26 19:31:00,2007-06-26 04:18:00,913.0,1,65.36
2007-06-26,T006,41.990284,-87.797127,CULEX RESTUANS,60,8,1,0,92,71.5,81.75,10.0,69,72.0,0418,1931,TSRA BR HZ VCTS,0.16,29.42,30.11,6.1,22,7.1,16.75,2007-06-26 19:31:00,2007-06-26 04:18:00,913.0,1,65.36
2007-06-26,T007,41.994991,-87.769279,CULEX PIPIENS/RESTUANS,62,9,1,0,92,71.5,81.75,10.0,69,72.0,0418,1931,TSRA BR HZ VCTS,0.16,29.42,30.11,6.1,22,7.1,16.75,2007-06-26 19:31:00,2007-06-26 04:18:00,913.0,1,65.36
2007-06-26,T007,41.994991,-87.769279,CULEX RESTUANS,62,9,4,0,92,71.5,81.75,10.0,69,72.0,0418,1931,TSRA BR HZ VCTS,0.16,29.42,30.11,6.1,22,7.1,16.75,2007-06-26 19:31:00,2007-06-26 04:18:00,913.0,1,65.36
2007-06-26,T008,42.008314,-87.77792099999999,CULEX RESTUANS,70,9,2,0,92,71.5,81.75,10.0,69,72.0,0418,1931,TSRA BR HZ VCTS,0.16,29.42,30.11,6.1,22,7.1,16.75,2007-06-26 19:31:00,2007-06-26 04:18:00,913.0,1,65.36
2007-06-26,T011,41.944869,-87.832763,CULEX PIPIENS/RESTUANS,36,8,2,0,92,71.5,81.75,10.0,69,72.0,0418,1931,TSRA BR HZ VCTS,0.16,29.42,30.11,6.1,22,7.1,16.75,2007-06-26 19:31:00,2007-06-26 04:18:00,913.0,1,65.36
